# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
496,2.0666666,-0.40057373,-0.25741577
497,2.0708334,-0.34429932,1.468277
498,2.075,-0.20141602,2.8325195
499,2.0791667,-0.081970215,3.1525726
500,2.0833333,-0.14508057,2.2553406
501,2.0875,0.006591797,0.7575226
502,2.0916667,-0.06329346,-0.50697327
503,2.0958333,0.05407715,-1.6215973
504,2.1,0.22143555,-2.4271545
505,2.1041667,0.15045166,-2.537262
506,2.1083333,0.15045166,-2.537262
507,2.1125,-0.06427002,-1.3861847
508,2.1166666,-0.38110352,-0.09031677
509,2.1208334,-0.40008545,-0.08430481
510,2.125,0.0848999,2.878418
511,2.1291666,-0.21386719,3.1542053
512,2.1333334,-0.20507812,2.2803802
513,2.1375,0.14367676,0.7361145
514,2.1416667,0.0017089844,-0.6335907
515,2.1458333,-0.08850098,-1.6290283
516,2.15,0.13043213,-2.3217468
517,2.1541667,0.12097168,-2.4429169
518,2.1583333,-0.2265625,-2.1342316
519,2.1625,-0.02178955,-1.3727264
520,2.1666667,-0.32995605,0.06639099
521,2.1708333,-0.27874756,0.07510376
522,2.175,-0.19311523,2.7388916
523,2.1791666,-0.11340332,2.7786713
524,2.1833334,-0.03149414,2.2608337
525,2.1875,-0.11706543,0.62908936
526,2.1916666,0.07348633,-0.56832886
527,2.1958334,0.004699707,-1.7262726
528,2.2,-0.027893066,-2.3123932
529,2.2041667,0.016845703,-2.412506
530,2.2083333,-0.14300537,-2.0736847
531,2.2125,-0.3458252,-1.3182373
532,2.2166667,-0.20227051,0.15341187
533,2.2208333,-0.23175049,1.6369324
534,2.225,0.010620117,2.7734375
535,2.2291667,-0.10473633,2.995514
536,2.2333333,-0.13909912,2.962204
537,2.2375,-0.025817871,0.64756775
538,2.2416666,-0.029907227,0.6124115
539,2.2458334,0.07110596,-1.8237915
540,2.25,0.026062012,-2.3247375
541,2.2541666,0.0892334,-2.4213562
542,2.2583334,-0.09643555,-2.1369781
543,2.2625,0.038146973,-1.2387695
544,2.2666667,-0.19067383,0.17585754
545,2.2708333,-0.58691406,1.7467651
546,2.275,0.0014038086,2.8787842
547,2.2791667,0.034240723,3.0619965
548,2.2833333,0.13653564,2.129715
549,2.2875,0.28204346,0.61299133
550,2.2916667,0.118896484,-0.8481598
551,2.2958333,0.333313,-1.9351349
552,2.3,0.21020508,-2.3345642
553,2.3041666,0.1762085,-2.3453674
554,2.3083334,0.009094238,-2.2266388
555,2.3125,-0.15789795,-2.1772919
556,2.3166666,0.28051758,0.11035156
557,2.3208334,-0.4605713,1.7549896
558,2.325,-0.046142578,2.843155
559,2.3291667,0.074401855,2.9549713
560,2.3333333,-0.050476074,2.098053
561,2.3375,0.27990723,0.5584564
562,2.3416667,0.38946533,-0.86868286
563,2.3458333,0.0680542,-1.8828888
564,2.35,-0.057678223,-2.2601318
565,2.3541667,-0.014160156,-2.3467102
566,2.3583333,-0.26934814,-2.0756989
567,2.3625,0.051818848,-1.215744
568,2.3666666,-0.1251831,0.27568054
569,2.3708334,-0.05291748,0.28137207
570,2.375,-0.02532959,2.9302673
571,2.3791666,-6.713867E-4,2.9146423
572,2.3833334,-0.16131592,2.0676727
573,2.3875,0.11364746,0.56877136
574,2.3916667,0.1472168,-0.8609009
575,2.3958333,0.31988525,-1.9087219
576,2.4,-0.061035156,-2.2891693
577,2.4041667,0.11773682,-2.3075256
578,2.4083333,-0.21014404,-2.0279846
579,2.4125,0.16540527,-1.1089783
580,2.4166667,0.00390625,0.3695984
581,2.4208333,-0.27941895,2.0291443
582,2.425,0.06842041,3.0308228
583,2.4291666,0.07550049,2.9966888
584,2.4333334,0.14520264,1.9306488
585,2.4375,0.2364502,1.9090118
586,2.4416666,0.17199707,-0.983963
587,2.4458334,-0.16674805,-2.0054932
588,2.45,0.1515503,-2.386612
589,2.4541667,0.026794434,-2.3116302
590,2.4583333,-0.23236084,-2.0757294
591,2.4625,-0.14086914,-1.1649017
592,2.4666667,-0.057495117,0.43959045
593,2.4708333,-0.41937256,2.0841522
594,2.475,0.012878418,3.00943
595,2.4791667,0.10687256,3.0081635
596,2.4833333,-0.17767334,2.006897
597,2.4875,0.22406006,0.47235107
598,2.4916666,0.30371094,0.47503662
599,2.4958334,-0.020324707,-2.036438
600,2.5,0.13354492,-2.3516388
601,2.5041666,0.093566895,-2.3338165
602,2.5083334,-0.06311035,-2.0388489
603,2.5125,-0.112854004,-1.1139526
604,2.5166667,-0.36950684,0.48979187
605,2.5208333,-0.56433105,2.1438446
606,2.525,-0.013061523,2.9585724
607,2.5291667,0.02545166,2.9672852
608,2.5333333,-0.3307495,1.8011475
609,2.5375,-0.26019287,0.34310913
610,2.5416667,0.14794922,-1.0153809
611,2.5458333,-0.15093994,-2.0016327
612,2.55,-0.12921143,-2.3780518
613,2.5541666,-0.1262207,-2.3776855
614,2.5583334,-0.43450928,-1.8988342
615,2.5625,-0.44848633,-1.8890228
616,2.5666666,-0.078063965,0.57444763
617,2.5708334,-0.19433594,2.1944733
618,2.575,-0.17181396,3.1111603
619,2.5791667,0.11431885,3.0355072
620,2.5833333,-0.2642212,1.7622223
621,2.5875,0.14916992,0.31951904
622,2.5916667,0.113342285,-1.0460663
623,2.5958333,-0.0095825195,-2.0769806
624,2.6,0.27703857,-2.4371948
625,2.6041667,0.15600586,-2.3884277
626,2.6083333,-0.41955566,-1.8589783
627,2.6125,-0.1953125,-0.8909149
628,2.6166666,-0.017150879,-0.8941498
629,2.6208334,-0.1696167,2.1683655
630,2.625,-0.21105957,2.1698608
631,2.6291666,-0.05419922,2.8580627
632,2.6333334,-0.20581055,1.6306763
633,2.6375,0.12261963,0.25001526
634,2.6416667,0.041015625,-1.0889435
635,2.6458333,0.043640137,-2.18367
636,2.65,0.24987793,-2.4292297
637,2.6541667,-0.028015137,-2.2430573
638,2.6583333,-0.36993408,-1.8984222
639,2.6625,0.0736084,-0.8523407
640,2.6666667,-0.27911377,0.74539185
641,2.6708333,-0.021728516,2.3358612
642,2.675,-0.091796875,3.0568848
643,2.6791666,0.10797119,2.9010773
644,2.6833334,0.06506348,2.8637238
645,2.6875,0.030395508,0.13760376
646,2.6916666,0.07434082,0.14700317
647,2.6958334,-0.2694702,-2.1564026
648,2.7,-0.21447754,-2.1769714
649,2.7041667,0.06097412,-2.2501068
650,2.7083333,-0.44348145,-1.7842102
651,2.7125,1.8310547E-4,-0.7183533
652,2.7166667,-0.20611572,0.7592926
653,2.7208333,-0.1293335,2.3064423
654,2.725,0.060180664,3.1013184
655,2.7291667,0.076049805,2.8457642
656,2.7333333,-0.04284668,1.5470734
657,2.7375,0.07952881,0.16687012
658,2.7416666,-0.15600586,-1.1790771
659,2.7458334,-0.112976074,-2.129593
660,2.75,0.04486084,-2.340805
661,2.7541666,0.09301758,-2.3291016
662,2.7583334,-0.20336914,-1.7294769
663,2.7625,-0.1295166,-0.7439728
664,2.7666667,-0.40124512,0.79270935
665,2.7708333,-0.3776245,2.4149323
666,2.775,-0.14752197,3.088089
667,2.7791667,-0.20654297,3.130478
668,2.7833333,0.20019531,1.5761108
669,2.7875,0.04748535,0.010299683
670,2.7916667,-0.019958496,-1.2506256
671,2.7958333,-0.051086426,-2.1082
672,2.8,0.035827637,-2.4440765
673,2.8041666,-0.028259277,-2.3164825
674,2.8083334,0.11254883,-1.7995605
675,2.8125,-0.16668701,-0.62342834
676,2.8166666,-0.14996338,-0.62275696
